,class_ids,classes,logistic,logits,probabilities
4566,[0],[b'0'],[0.],[-36906.18],[1. 0.]
4567,[0],[b'0'],[0.],[-33522.4],[1. 0.]
4568,[0],[b'0'],[0.],[-29816.742],[1. 0.]
4569,[0],[b'0'],[0.],[-32751.232],[1. 0.]
4570,[0],[b'0'],[0.],[-32740.717],[1. 0.]
4571,[0],[b'0'],[0.],[-35441.97],[1. 0.]
4572,[0],[b'0'],[0.],[-37481.44],[1. 0.]
4573,[0],[b'0'],[0.],[-31466.69],[1. 0.]
4574,[0],[b'0'],[0.],[-31639.145],[1. 0.]
4575,[0],[b'0'],[0.],[-32237.488],[1. 0.]
4576,[0],[b'0'],[0.],[-30887.576],[1. 0.]
4577,[0],[b'0'],[0.],[-32192.62],[1. 0.]
4578,[0],[b'0'],[0.],[-31575.275],[1. 0.]
4579,[0],[b'0'],[0.],[-31203.887],[1. 0.]
4580,[0],[b'0'],[0.],[-31877.537],[1. 0.]
4581,[0],[b'0'],[0.],[-35982.504],[1. 0.]
4582,[0],[b'0'],[0.],[-31343.525],[1. 0.]
4583,[0],[b'0'],[0.],[-32206.434],[1. 0.]
4584,[0],[b'0'],[0.],[-30246.086],[1. 0.]
4585,[0],[b'0'],[0.],[-30902.355],[1. 0.]
4586,[0],[b'0'],[0.],[-32423.754],[1. 0.]
4587,[0],[b'0'],[0.],[-31974.062],[1. 0.]
4588,[0],[b'0'],[0.],[-29895.303],[1. 0.]
4589,[0],[b'0'],[0.],[-30784.129],[1. 0.]
4590,[0],[b'0'],[0.],[-32521.998],[1. 0.]
4591,[0],[b'0'],[0.],[-32790.883],[1. 0.]
4592,[0],[b'0'],[0.],[-31375.918],[1. 0.]
4593,[0],[b'0'],[0.],[-29541.59],[1. 0.]
4594,[0],[b'0'],[0.],[-31713.684],[1. 0.]
4595,[0],[b'0'],[0.],[-31936.695],[1. 0.]
4596,[0],[b'0'],[0.],[-31736.814],[1. 0.]
4597,[0],[b'0'],[0.],[-32841.81],[1. 0.]
4598,[0],[b'0'],[0.],[-31373.582],[1. 0.]
4599,[0],[b'0'],[0.],[-31062.965],[1. 0.]
4600,[0],[b'0'],[0.],[-32572.605],[1. 0.]
4601,[0],[b'0'],[0.],[-29102.854],[1. 0.]
4602,[0],[b'0'],[0.],[-32546.62],[1. 0.]
4603,[0],[b'0'],[0.],[-32344.664],[1. 0.]
4604,[0],[b'0'],[0.],[-32515.898],[1. 0.]
4605,[0],[b'0'],[0.],[-32434.672],[1. 0.]
4606,[0],[b'0'],[0.],[-30342.295],[1. 0.]
4607,[0],[b'0'],[0.],[-34180.25],[1. 0.]
4608,[0],[b'0'],[0.],[-32654.908],[1. 0.]
4609,[0],[b'0'],[0.],[-29123.441],[1. 0.]
4610,[0],[b'0'],[0.],[-30434.729],[1. 0.]
4611,[0],[b'0'],[0.],[-33315.53],[1. 0.]
4612,[0],[b'0'],[0.],[-32103.553],[1. 0.]
4613,[0],[b'0'],[0.],[-29510.297],[1. 0.]
4614,[0],[b'0'],[0.],[-32623.201],[1. 0.]
4615,[0],[b'0'],[0.],[-31435.443],[1. 0.]
4616,[0],[b'0'],[0.],[-31437.701],[1. 0.]
4617,[0],[b'0'],[0.],[-32291.516],[1. 0.]
4618,[0],[b'0'],[0.],[-29871.174],[1. 0.]
4619,[0],[b'0'],[0.],[-32035.506],[1. 0.]
4620,[0],[b'0'],[0.],[-32154.988],[1. 0.]
4621,[0],[b'0'],[0.],[-29416.205],[1. 0.]
4622,[0],[b'0'],[0.],[-33449.926],[1. 0.]
4623,[0],[b'0'],[0.],[-32352.688],[1. 0.]
4624,[0],[b'0'],[0.],[-32653.594],[1. 0.]
4625,[0],[b'0'],[0.],[-30061.26],[1. 0.]
4626,[0],[b'0'],[0.],[-32427.37],[1. 0.]
4627,[0],[b'0'],[0.],[-33753.71],[1. 0.]
4628,[0],[b'0'],[0.],[-34545.977],[1. 0.]
4629,[0],[b'0'],[0.],[-31349.105],[1. 0.]
4630,[0],[b'0'],[0.],[-31207.1],[1. 0.]
4631,[0],[b'0'],[0.],[-29128.867],[1. 0.]
4632,[0],[b'0'],[0.],[-32754.1],[1. 0.]
4633,[0],[b'0'],[0.],[-31094.668],[1. 0.]
4634,[0],[b'0'],[0.],[-32275.111],[1. 0.]
4635,[0],[b'0'],[0.],[-32291.176],[1. 0.]
4636,[0],[b'0'],[0.],[-30982.957],[1. 0.]
4637,[0],[b'0'],[0.],[-31865.346],[1. 0.]
4638,[0],[b'0'],[0.],[-29610.654],[1. 0.]
4639,[0],[b'0'],[0.],[-34059.63],[1. 0.]
4640,[0],[b'0'],[0.],[-31015.26],[1. 0.]
4641,[0],[b'0'],[0.],[-32276.309],[1. 0.]
4642,[0],[b'0'],[0.],[-31226.938],[1. 0.]
4643,[0],[b'0'],[0.],[-37692.84],[1. 0.]
4644,[0],[b'0'],[0.],[-31367.484],[1. 0.]
4645,[0],[b'0'],[0.],[-33303.45],[1. 0.]
4646,[0],[b'0'],[0.],[-32027.39],[1. 0.]
4647,[0],[b'0'],[0.],[-33557.266],[1. 0.]
4648,[0],[b'0'],[0.],[-33321.777],[1. 0.]
4649,[0],[b'0'],[0.],[-34683.51],[1. 0.]
4650,[0],[b'0'],[0.],[-31609.383],[1. 0.]
4651,[0],[b'0'],[0.],[-33457.99],[1. 0.]
4652,[0],[b'0'],[0.],[-31346.791],[1. 0.]
4653,[0],[b'0'],[0.],[-32571.346],[1. 0.]
4654,[0],[b'0'],[0.],[-33537.387],[1. 0.]
4655,[0],[b'0'],[0.],[-29537.89],[1. 0.]
4656,[0],[b'0'],[0.],[-35605.527],[1. 0.]
4657,[0],[b'0'],[0.],[-32141.898],[1. 0.]
4658,[0],[b'0'],[0.],[-28706.598],[1. 0.]
4659,[0],[b'0'],[0.],[-30421.994],[1. 0.]
4660,[0],[b'0'],[0.],[-30375.355],[1. 0.]
4661,[0],[b'0'],[0.],[-28413.174],[1. 0.]
4662,[0],[b'0'],[0.],[-31965.895],[1. 0.]
4663,[0],[b'0'],[0.],[-30453.25],[1. 0.]
4664,[0],[b'0'],[0.],[-32636.111],[1. 0.]
4665,[0],[b'0'],[0.],[-32686.87],[1. 0.]
4666,[0],[b'0'],[0.],[-32000.998],[1. 0.]
4667,[0],[b'0'],[0.],[-32814.355],[1. 0.]
4668,[0],[b'0'],[0.],[-32020.479],[1. 0.]
4669,[0],[b'0'],[0.],[-30108.01],[1. 0.]
4670,[0],[b'0'],[0.],[-29127.67],[1. 0.]
4671,[0],[b'0'],[0.],[-35811.984],[1. 0.]
4672,[0],[b'0'],[0.],[-30367.857],[1. 0.]
4673,[0],[b'0'],[0.],[-28974.549],[1. 0.]
4674,[0],[b'0'],[0.],[-32532.594],[1. 0.]
4675,[0],[b'0'],[0.],[-31794.54],[1. 0.]
4676,[0],[b'0'],[0.],[-32699.697],[1. 0.]
4677,[0],[b'0'],[0.],[-32787.543],[1. 0.]
4678,[0],[b'0'],[0.],[-33213.773],[1. 0.]
4679,[0],[b'0'],[0.],[-30045.793],[1. 0.]
4680,[0],[b'0'],[0.],[-33779.],[1. 0.]
4681,[0],[b'0'],[0.],[-31099.152],[1. 0.]
4682,[0],[b'0'],[0.],[-29088.174],[1. 0.]
4683,[0],[b'0'],[0.],[-30821.154],[1. 0.]
4684,[0],[b'0'],[0.],[-32613.225],[1. 0.]
4685,[0],[b'0'],[0.],[-34611.61],[1. 0.]
4686,[0],[b'0'],[0.],[-31353.625],[1. 0.]
4687,[0],[b'0'],[0.],[-32855.16],[1. 0.]
4688,[0],[b'0'],[0.],[-30110.807],[1. 0.]
4689,[0],[b'0'],[0.],[-31988.852],[1. 0.]
4690,[0],[b'0'],[0.],[-32147.54],[1. 0.]
4691,[0],[b'0'],[0.],[-30050.174],[1. 0.]
4692,[0],[b'0'],[0.],[-31519.56],[1. 0.]
4693,[0],[b'0'],[0.],[-32622.016],[1. 0.]
4694,[0],[b'0'],[0.],[-32792.926],[1. 0.]
4695,[0],[b'0'],[0.],[-31657.312],[1. 0.]
4696,[0],[b'0'],[0.],[-29340.13],[1. 0.]
4697,[0],[b'0'],[0.],[-30467.441],[1. 0.]
4698,[0],[b'0'],[0.],[-31645.605],[1. 0.]
4699,[0],[b'0'],[0.],[-30161.664],[1. 0.]
4700,[0],[b'0'],[0.],[-32654.578],[1. 0.]
4701,[0],[b'0'],[0.],[-33005.453],[1. 0.]
4702,[0],[b'0'],[0.],[-30902.566],[1. 0.]
4703,[0],[b'0'],[0.],[-33805.855],[1. 0.]
4704,[0],[b'0'],[0.],[-30849.527],[1. 0.]
4705,[0],[b'0'],[0.],[-32868.83],[1. 0.]
4706,[0],[b'0'],[0.],[-31251.092],[1. 0.]
4707,[0],[b'0'],[0.],[-34625.75],[1. 0.]
4708,[0],[b'0'],[0.],[-32948.6],[1. 0.]
4709,[0],[b'0'],[0.],[-32238.328],[1. 0.]
4710,[0],[b'0'],[0.],[-32672.574],[1. 0.]
4711,[0],[b'0'],[0.],[-32410.66],[1. 0.]
4712,[0],[b'0'],[0.],[-29609.096],[1. 0.]
4713,[0],[b'0'],[0.],[-31365.78],[1. 0.]
4714,[0],[b'0'],[0.],[-32222.81],[1. 0.]
4715,[0],[b'0'],[0.],[-33131.938],[1. 0.]
4716,[0],[b'0'],[0.],[-31814.123],[1. 0.]
4717,[0],[b'0'],[0.],[-32809.84],[1. 0.]
4718,[0],[b'0'],[0.],[-30951.658],[1. 0.]
4719,[1],[b'1'],[1.],[5457.5054],[0. 1.]
4720,[0],[b'0'],[0.],[-31795.818],[1. 0.]
4721,[0],[b'0'],[0.],[-31072.834],[1. 0.]
4722,[0],[b'0'],[0.],[-29191.99],[1. 0.]
4723,[0],[b'0'],[0.],[-30093.96],[1. 0.]
4724,[0],[b'0'],[0.],[-30420.336],[1. 0.]
4725,[0],[b'0'],[0.],[-31798.066],[1. 0.]
4726,[0],[b'0'],[0.],[-32757.41],[1. 0.]
4727,[0],[b'0'],[0.],[-29752.223],[1. 0.]
4728,[0],[b'0'],[0.],[-31802.947],[1. 0.]
4729,[0],[b'0'],[0.],[-29083.947],[1. 0.]
4730,[0],[b'0'],[0.],[-32015.428],[1. 0.]
4731,[0],[b'0'],[0.],[-32908.516],[1. 0.]
4732,[0],[b'0'],[0.],[-30006.34],[1. 0.]
4733,[0],[b'0'],[0.],[-32089.03],[1. 0.]
4734,[0],[b'0'],[0.],[-31841.506],[1. 0.]
4735,[0],[b'0'],[0.],[-32181.1],[1. 0.]
4736,[0],[b'0'],[0.],[-29240.572],[1. 0.]
4737,[0],[b'0'],[0.],[-32823.074],[1. 0.]
4738,[0],[b'0'],[0.],[-35186.707],[1. 0.]
4739,[0],[b'0'],[0.],[-32250.537],[1. 0.]
4740,[0],[b'0'],[0.],[-32398.527],[1. 0.]
4741,[0],[b'0'],[0.],[-32012.332],[1. 0.]
4742,[0],[b'0'],[0.],[-31264.943],[1. 0.]
4743,[0],[b'0'],[0.],[-32332.951],[1. 0.]
4744,[0],[b'0'],[0.],[-33962.965],[1. 0.]
4745,[0],[b'0'],[0.],[-32506.39],[1. 0.]
4746,[0],[b'0'],[0.],[-32199.68],[1. 0.]
4747,[0],[b'0'],[0.],[-33229.992],[1. 0.]
4748,[0],[b'0'],[0.],[-28912.572],[1. 0.]
4749,[0],[b'0'],[0.],[-32227.8],[1. 0.]
4750,[0],[b'0'],[0.],[-30585.531],[1. 0.]
4751,[0],[b'0'],[0.],[-31885.44],[1. 0.]
4752,[0],[b'0'],[0.],[-31344.422],[1. 0.]
4753,[0],[b'0'],[0.],[-32873.8],[1. 0.]
4754,[0],[b'0'],[0.],[-30535.682],[1. 0.]
4755,[0],[b'0'],[0.],[-29299.547],[1. 0.]
4756,[0],[b'0'],[0.],[-32593.258],[1. 0.]
4757,[0],[b'0'],[0.],[-31625.941],[1. 0.]
4758,[0],[b'0'],[0.],[-29990.105],[1. 0.]
4759,[0],[b'0'],[0.],[-32208.357],[1. 0.]
4760,[0],[b'0'],[0.],[-30380.691],[1. 0.]
4761,[0],[b'0'],[0.],[-31087.574],[1. 0.]
4762,[0],[b'0'],[0.],[-29345.023],[1. 0.]
4763,[0],[b'0'],[0.],[-33188.973],[1. 0.]
4764,[0],[b'0'],[0.],[-29788.799],[1. 0.]
4765,[0],[b'0'],[0.],[-34571.008],[1. 0.]
4766,[0],[b'0'],[0.],[-30125.69],[1. 0.]
4767,[0],[b'0'],[0.],[-31695.748],[1. 0.]
4768,[0],[b'0'],[0.],[-32463.99],[1. 0.]
4769,[0],[b'0'],[0.],[-35681.426],[1. 0.]
4770,[0],[b'0'],[0.],[-36263.63],[1. 0.]
4771,[0],[b'0'],[0.],[-29783.703],[1. 0.]
4772,[0],[b'0'],[0.],[-31007.092],[1. 0.]
4773,[0],[b'0'],[0.],[-33685.297],[1. 0.]
4774,[0],[b'0'],[0.],[-33624.76],[1. 0.]
4775,[0],[b'0'],[0.],[-33027.086],[1. 0.]
4776,[0],[b'0'],[0.],[-31628.129],[1. 0.]
4777,[0],[b'0'],[0.],[-32526.977],[1. 0.]
4778,[0],[b'0'],[0.],[-30259.234],[1. 0.]
4779,[0],[b'0'],[0.],[-31770.121],[1. 0.]
4780,[0],[b'0'],[0.],[-31324.252],[1. 0.]
4781,[0],[b'0'],[0.],[-29582.236],[1. 0.]
4782,[0],[b'0'],[0.],[-31392.344],[1. 0.]
4783,[0],[b'0'],[0.],[-33717.04],[1. 0.]
4784,[0],[b'0'],[0.],[-30809.814],[1. 0.]
4785,[0],[b'0'],[0.],[-32060.674],[1. 0.]
4786,[0],[b'0'],[0.],[-31493.713],[1. 0.]
4787,[0],[b'0'],[0.],[-30878.951],[1. 0.]
4788,[0],[b'0'],[0.],[-29733.9],[1. 0.]
4789,[0],[b'0'],[0.],[-31417.71],[1. 0.]
4790,[0],[b'0'],[0.],[-33202.66],[1. 0.]
4791,[0],[b'0'],[0.],[-33283.08],[1. 0.]
4792,[0],[b'0'],[0.],[-33333.51],[1. 0.]
4793,[0],[b'0'],[0.],[-30409.432],[1. 0.]
4794,[0],[b'0'],[0.],[-32246.486],[1. 0.]
4795,[0],[b'0'],[0.],[-33419.973],[1. 0.]
4796,[0],[b'0'],[0.],[-34994.707],[1. 0.]
4797,[0],[b'0'],[0.],[-33250.863],[1. 0.]
4798,[0],[b'0'],[0.],[-32048.451],[1. 0.]
4799,[0],[b'0'],[0.],[-34870.707],[1. 0.]
4800,[0],[b'0'],[0.],[-31104.553],[1. 0.]
4801,[0],[b'0'],[0.],[-32664.107],[1. 0.]
4802,[0],[b'0'],[0.],[-34148.47],[1. 0.]
4803,[0],[b'0'],[0.],[-33540.36],[1. 0.]
4804,[0],[b'0'],[0.],[-32513.154],[1. 0.]
4805,[0],[b'0'],[0.],[-29860.82],[1. 0.]
4806,[0],[b'0'],[0.],[-31434.426],[1. 0.]
4807,[0],[b'0'],[0.],[-31710.729],[1. 0.]
4808,[0],[b'0'],[0.],[-33637.953],[1. 0.]
4809,[0],[b'0'],[0.],[-34775.38],[1. 0.]
4810,[0],[b'0'],[0.],[-33255.875],[1. 0.]
4811,[0],[b'0'],[0.],[-30475.865],[1. 0.]
4812,[0],[b'0'],[0.],[-29386.154],[1. 0.]
4813,[0],[b'0'],[0.],[-33985.617],[1. 0.]
4814,[0],[b'0'],[0.],[-33488.8],[1. 0.]
4815,[0],[b'0'],[0.],[-30115.105],[1. 0.]
4816,[0],[b'0'],[0.],[-33554.17],[1. 0.]
4817,[0],[b'0'],[0.],[-31407.725],[1. 0.]
4818,[0],[b'0'],[0.],[-33131.03],[1. 0.]
4819,[0],[b'0'],[0.],[-30282.691],[1. 0.]
4820,[0],[b'0'],[0.],[-31281.424],[1. 0.]
4821,[0],[b'0'],[0.],[-31935.559],[1. 0.]
4822,[0],[b'0'],[0.],[-32629.252],[1. 0.]
4823,[0],[b'0'],[0.],[-31854.055],[1. 0.]
4824,[0],[b'0'],[0.],[-33939.51],[1. 0.]
4825,[0],[b'0'],[0.],[-30888.139],[1. 0.]
4826,[0],[b'0'],[0.],[-31761.951],[1. 0.]
4827,[0],[b'0'],[0.],[-31972.3],[1. 0.]
4828,[0],[b'0'],[0.],[-33367.29],[1. 0.]
4829,[0],[b'0'],[0.],[-30797.543],[1. 0.]
4830,[0],[b'0'],[0.],[-32345.102],[1. 0.]
4831,[0],[b'0'],[0.],[-33231.715],[1. 0.]
4832,[0],[b'0'],[0.],[-32553.215],[1. 0.]
4833,[0],[b'0'],[0.],[-29828.297],[1. 0.]
4834,[0],[b'0'],[0.],[-31105.645],[1. 0.]
4835,[0],[b'0'],[0.],[-31136.88],[1. 0.]
4836,[0],[b'0'],[0.],[-33385.742],[1. 0.]
4837,[0],[b'0'],[0.],[-33256.234],[1. 0.]
4838,[0],[b'0'],[0.],[-31242.99],[1. 0.]
4839,[0],[b'0'],[0.],[-31788.412],[1. 0.]
4840,[0],[b'0'],[0.],[-32279.23],[1. 0.]
4841,[0],[b'0'],[0.],[-33245.99],[1. 0.]
4842,[0],[b'0'],[0.],[-32700.414],[1. 0.]
4843,[0],[b'0'],[0.],[-29898.139],[1. 0.]
4844,[0],[b'0'],[0.],[-31604.973],[1. 0.]
4845,[0],[b'0'],[0.],[-32776.58],[1. 0.]
4846,[0],[b'0'],[0.],[-31741.283],[1. 0.]
4847,[0],[b'0'],[0.],[-30928.635],[1. 0.]
4848,[0],[b'0'],[0.],[-31436.91],[1. 0.]
4849,[0],[b'0'],[0.],[-29016.945],[1. 0.]
4850,[0],[b'0'],[0.],[-32644.404],[1. 0.]
4851,[0],[b'0'],[0.],[-32031.523],[1. 0.]
4852,[0],[b'0'],[0.],[-33246.86],[1. 0.]
4853,[0],[b'0'],[0.],[-30823.705],[1. 0.]
4854,[0],[b'0'],[0.],[-29833.885],[1. 0.]
4855,[0],[b'0'],[0.],[-31886.045],[1. 0.]
4856,[0],[b'0'],[0.],[-33503.035],[1. 0.]
4857,[0],[b'0'],[0.],[-29144.344],[1. 0.]
4858,[0],[b'0'],[0.],[-32144.959],[1. 0.]
4859,[0],[b'0'],[0.],[-34207.87],[1. 0.]
4860,[0],[b'0'],[0.],[-31898.535],[1. 0.]
4861,[0],[b'0'],[0.],[-31885.268],[1. 0.]
4862,[0],[b'0'],[0.],[-32533.652],[1. 0.]
4863,[0],[b'0'],[0.],[-32657.045],[1. 0.]
4864,[0],[b'0'],[0.],[-37537.273],[1. 0.]
4865,[0],[b'0'],[0.],[-32800.6],[1. 0.]
4866,[0],[b'0'],[0.],[-31439.965],[1. 0.]
4867,[0],[b'0'],[0.],[-31989.195],[1. 0.]
4868,[0],[b'0'],[0.],[-30516.146],[1. 0.]
4869,[0],[b'0'],[0.],[-31198.312],[1. 0.]
4870,[0],[b'0'],[0.],[-31568.389],[1. 0.]
4871,[0],[b'0'],[0.],[-35159.035],[1. 0.]
4872,[0],[b'0'],[0.],[-34499.785],[1. 0.]
4873,[0],[b'0'],[0.],[-31309.924],[1. 0.]
4874,[0],[b'0'],[0.],[-33000.88],[1. 0.]
4875,[0],[b'0'],[0.],[-33141.15],[1. 0.]
4876,[0],[b'0'],[0.],[-31811.797],[1. 0.]
4877,[0],[b'0'],[0.],[-32558.797],[1. 0.]
4878,[0],[b'0'],[0.],[-32269.705],[1. 0.]
4879,[0],[b'0'],[0.],[-31330.768],[1. 0.]
4880,[0],[b'0'],[0.],[-32575.936],[1. 0.]
4881,[0],[b'0'],[0.],[-30151.352],[1. 0.]
4882,[0],[b'0'],[0.],[-32433.941],[1. 0.]
4883,[0],[b'0'],[0.],[-31760.805],[1. 0.]
4884,[0],[b'0'],[0.],[-30508.143],[1. 0.]
4885,[0],[b'0'],[0.],[-31627.436],[1. 0.]
4886,[0],[b'0'],[0.],[-33980.574],[1. 0.]
4887,[0],[b'0'],[0.],[-31058.24],[1. 0.]
4888,[0],[b'0'],[0.],[-32811.734],[1. 0.]
4889,[0],[b'0'],[0.],[-32032.771],[1. 0.]
4890,[0],[b'0'],[0.],[-38964.418],[1. 0.]
4891,[0],[b'0'],[0.],[-31976.498],[1. 0.]
4892,[0],[b'0'],[0.],[-29357.268],[1. 0.]
4893,[0],[b'0'],[0.],[-31895.023],[1. 0.]
4894,[0],[b'0'],[0.],[-30014.75],[1. 0.]
4895,[0],[b'0'],[0.],[-34322.65],[1. 0.]
4896,[0],[b'0'],[0.],[-35683.844],[1. 0.]
4897,[0],[b'0'],[0.],[-31199.658],[1. 0.]
4898,[0],[b'0'],[0.],[-32146.07],[1. 0.]
4899,[0],[b'0'],[0.],[-31875.238],[1. 0.]
4900,[0],[b'0'],[0.],[-28932.953],[1. 0.]
4901,[0],[b'0'],[0.],[-35424.99],[1. 0.]
4902,[0],[b'0'],[0.],[-30807.17],[1. 0.]
4903,[0],[b'0'],[0.],[-33585.18],[1. 0.]
4904,[0],[b'0'],[0.],[-30512.352],[1. 0.]
4905,[0],[b'0'],[0.],[-28483.328],[1. 0.]
4906,[0],[b'0'],[0.],[-31110.604],[1. 0.]
4907,[0],[b'0'],[0.],[-30250.201],[1. 0.]
4908,[0],[b'0'],[0.],[-31934.861],[1. 0.]
4909,[0],[b'0'],[0.],[-30145.943],[1. 0.]
4910,[0],[b'0'],[0.],[-34541.418],[1. 0.]
4911,[0],[b'0'],[0.],[-34937.625],[1. 0.]
4912,[0],[b'0'],[0.],[-31066.584],[1. 0.]
4913,[0],[b'0'],[0.],[-31244.049],[1. 0.]
4914,[0],[b'0'],[0.],[-30271.396],[1. 0.]
4915,[0],[b'0'],[0.],[-32421.13],[1. 0.]
4916,[0],[b'0'],[0.],[-32773.977],[1. 0.]
4917,[0],[b'0'],[0.],[-32725.535],[1. 0.]
4918,[0],[b'0'],[0.],[-32517.299],[1. 0.]
4919,[0],[b'0'],[0.],[-28758.717],[1. 0.]
4920,[0],[b'0'],[0.],[-32874.24],[1. 0.]
4921,[0],[b'0'],[0.],[-30970.795],[1. 0.]
4922,[0],[b'0'],[0.],[-32274.664],[1. 0.]
4923,[0],[b'0'],[0.],[-29442.389],[1. 0.]
4924,[0],[b'0'],[0.],[-31032.53],[1. 0.]
4925,[0],[b'0'],[0.],[-31153.56],[1. 0.]
4926,[0],[b'0'],[0.],[-31184.352],[1. 0.]
4927,[0],[b'0'],[0.],[-31961.303],[1. 0.]
4928,[0],[b'0'],[0.],[-30913.24],[1. 0.]
4929,[0],[b'0'],[0.],[-32880.17],[1. 0.]
4930,[0],[b'0'],[0.],[-30258.205],[1. 0.]
4931,[0],[b'0'],[0.],[-31195.127],[1. 0.]
4932,[1],[b'1'],[1.],[6695.312],[0. 1.]
4933,[0],[b'0'],[0.],[-32318.082],[1. 0.]
4934,[0],[b'0'],[0.],[-33271.99],[1. 0.]
4935,[0],[b'0'],[0.],[-29770.5],[1. 0.]
4936,[0],[b'0'],[0.],[-32266.66],[1. 0.]
4937,[0],[b'0'],[0.],[-33128.973],[1. 0.]
4938,[0],[b'0'],[0.],[-32387.193],[1. 0.]
4939,[0],[b'0'],[0.],[-31396.072],[1. 0.]
4940,[0],[b'0'],[0.],[-33254.477],[1. 0.]
4941,[0],[b'0'],[0.],[-30191.283],[1. 0.]
4942,[0],[b'0'],[0.],[-27832.27],[1. 0.]
4943,[0],[b'0'],[0.],[-32443.129],[1. 0.]
4944,[0],[b'0'],[0.],[-33311.06],[1. 0.]
4945,[0],[b'0'],[0.],[-34060.68],[1. 0.]
4946,[0],[b'0'],[0.],[-33322.625],[1. 0.]
4947,[0],[b'0'],[0.],[-31710.36],[1. 0.]
4948,[0],[b'0'],[0.],[-34569.92],[1. 0.]
4949,[0],[b'0'],[0.],[-32755.467],[1. 0.]
4950,[0],[b'0'],[0.],[-30215.457],[1. 0.]
4951,[0],[b'0'],[0.],[-32085.396],[1. 0.]
4952,[0],[b'0'],[0.],[-30307.572],[1. 0.]
4953,[0],[b'0'],[0.],[-33319.08],[1. 0.]
4954,[0],[b'0'],[0.],[-31765.82],[1. 0.]
4955,[0],[b'0'],[0.],[-31189.963],[1. 0.]
4956,[0],[b'0'],[0.],[-31235.39],[1. 0.]
4957,[0],[b'0'],[0.],[-31647.29],[1. 0.]
4958,[0],[b'0'],[0.],[-31546.768],[1. 0.]
4959,[0],[b'0'],[0.],[-33771.766],[1. 0.]
4960,[0],[b'0'],[0.],[-35871.676],[1. 0.]
4961,[0],[b'0'],[0.],[-32172.518],[1. 0.]
4962,[0],[b'0'],[0.],[-31817.94],[1. 0.]
4963,[0],[b'0'],[0.],[-32582.396],[1. 0.]
4964,[0],[b'0'],[0.],[-37956.88],[1. 0.]
4965,[0],[b'0'],[0.],[-31991.082],[1. 0.]
4966,[0],[b'0'],[0.],[-32345.582],[1. 0.]
4967,[0],[b'0'],[0.],[-34436.387],[1. 0.]
4968,[0],[b'0'],[0.],[-30746.035],[1. 0.]
4969,[0],[b'0'],[0.],[-31080.074],[1. 0.]
4970,[0],[b'0'],[0.],[-30969.822],[1. 0.]
4971,[0],[b'0'],[0.],[-32834.98],[1. 0.]
4972,[0],[b'0'],[0.],[-33420.527],[1. 0.]
4973,[0],[b'0'],[0.],[-31614.09],[1. 0.]
4974,[0],[b'0'],[0.],[-32306.268],[1. 0.]
4975,[0],[b'0'],[0.],[-32281.848],[1. 0.]
4976,[0],[b'0'],[0.],[-33945.25],[1. 0.]
4977,[0],[b'0'],[0.],[-32880.67],[1. 0.]
4978,[0],[b'0'],[0.],[-31743.342],[1. 0.]
4979,[0],[b'0'],[0.],[-28953.387],[1. 0.]
4980,[0],[b'0'],[0.],[-29830.137],[1. 0.]
4981,[0],[b'0'],[0.],[-32505.414],[1. 0.]
4982,[0],[b'0'],[0.],[-30174.691],[1. 0.]
4983,[0],[b'0'],[0.],[-31753.074],[1. 0.]
4984,[0],[b'0'],[0.],[-31007.078],[1. 0.]
4985,[0],[b'0'],[0.],[-33388.867],[1. 0.]
4986,[0],[b'0'],[0.],[-36291.684],[1. 0.]
4987,[0],[b'0'],[0.],[-35719.9],[1. 0.]
4988,[0],[b'0'],[0.],[-31810.176],[1. 0.]
4989,[0],[b'0'],[0.],[-31716.621],[1. 0.]
4990,[0],[b'0'],[0.],[-31111.338],[1. 0.]
4991,[0],[b'0'],[0.],[-31807.129],[1. 0.]
4992,[0],[b'0'],[0.],[-33938.64],[1. 0.]
4993,[0],[b'0'],[0.],[-38661.195],[1. 0.]
4994,[0],[b'0'],[0.],[-30587.545],[1. 0.]
4995,[0],[b'0'],[0.],[-30300.479],[1. 0.]
4996,[0],[b'0'],[0.],[-40690.223],[1. 0.]
4997,[0],[b'0'],[0.],[-27777.031],[1. 0.]
4998,[0],[b'0'],[0.],[-29575.346],[1. 0.]
4999,[0],[b'0'],[0.],[-32388.592],[1. 0.]
5000,[0],[b'0'],[0.],[-29367.58],[1. 0.]
5001,[0],[b'0'],[0.],[-31702.62],[1. 0.]
5002,[0],[b'0'],[0.],[-31404.29],[1. 0.]
5003,[0],[b'0'],[0.],[-33375.2],[1. 0.]
5004,[0],[b'0'],[0.],[-32633.98],[1. 0.]
5005,[0],[b'0'],[0.],[-27871.607],[1. 0.]
5006,[0],[b'0'],[0.],[-32520.96],[1. 0.]
5007,[0],[b'0'],[0.],[-34236.992],[1. 0.]
5008,[0],[b'0'],[0.],[-31531.477],[1. 0.]
5009,[0],[b'0'],[0.],[-29832.682],[1. 0.]
5010,[0],[b'0'],[0.],[-31345.41],[1. 0.]
5011,[0],[b'0'],[0.],[-33155.832],[1. 0.]
5012,[0],[b'0'],[0.],[-32685.494],[1. 0.]
5013,[0],[b'0'],[0.],[-30809.557],[1. 0.]
5014,[0],[b'0'],[0.],[-33639.844],[1. 0.]
5015,[0],[b'0'],[0.],[-32304.906],[1. 0.]
5016,[0],[b'0'],[0.],[-32905.26],[1. 0.]
